Date,Close_AAPL,High_AAPL,Low_AAPL,Open_AAPL,Volume_AAPL,Price_Movement_AAPL,RSI_Close_AAPL,MACD_Line_Close_AAPL,MACD_Signal_Close_AAPL,MACD_Histogram_Close_AAPL,Bollinger_Upper_Close_AAPL,Bollinger_Lower_Close_AAPL,Bollinger_Mid_Close_AAPL
6/20/2012,17.6270256,17.73265374,17.47836223,17.70135568,358943200,0,57.08852015,0.100142635,0.02793906,0.072203575,19.22614808,15.19296258,17.20955533
6/21/2012,17.38416481,17.70165183,17.37724272,17.61799215,326351200,0,56.14651922,0.093749493,0.041101147,0.052648346,19.20248823,15.2668252,17.23465672
6/22/2012,17.51747704,17.52018512,17.31645209,17.42539096,284471600,1,56.54454565,0.098306844,0.052542286,0.045764558,19.18574986,15.33214126,17.25894556
6/25/2012,17.1765213,17.44826665,17.16448359,17.37303175,304382400,0,55.24765833,0.073558364,0.056745502,0.016812863,19.14859267,15.41818381,17.28338824
6/26/2012,17.2144413,17.28847083,17.07300056,17.1933745,276536400,1,55.36279967,0.056355215,0.056667444,-0.000312229,19.11441743,15.49905091,17.30673417
6/27/2012,17.28876686,17.35617644,17.21112603,17.3038132,202997200,0,55.58927753,0.048163844,0.054966724,-0.00680288,19.07765688,15.58421527,17.33093607
6/28/2012,17.12476158,17.27372549,17.02124045,17.20360781,282836400,0,54.96697329,0.028114185,0.049596217,-0.021482031,19.05246376,15.64565452,17.34905914
6/29/2012,17.57465744,17.57465744,17.28124424,17.39409498,421500800,1,56.32331182,0.047974502,0.049271874,-0.001297372,19.0279259,15.71764647,17.37278618
7/2/2012,17.8310585,17.85964687,17.56262389,17.59663004,400092000,1,57.06851248,0.083441507,0.0561058,0.027335707,19.0097449,15.7867391,17.398242
7/3/2012,18.03840446,18.0561605,17.87559958,17.90208095,241712800,1,57.65927117,0.126818565,0.070248353,0.056570212,19.00117106,15.84680653,17.4239888
7/5/2012,18.35529518,18.48770687,18.0456317,18.0730163,484383200,1,58.540969,0.184637245,0.093126132,0.091511114,19.00417496,15.90009782,17.45213639
7/6/2012,18.23311043,18.3101502,18.103709,18.26952412,418930400,0,58.06948235,0.218085721,0.11811805,0.099967671,19.0099548,15.94144462,17.47569971
7/9/2012,18.47415924,18.47445978,18.17984434,18.21565534,379405600,1,58.73254965,0.26103545,0.14670153,0.11433392,19.0283184,15.97086302,17.49959071
7/10/2012,18.30322838,18.65411893,18.21595575,18.59694059,511957600,0,58.0740171,0.278075248,0.172976273,0.105098975,19.04034014,16.00146727,17.5209037
7/11/2012,18.18947601,18.28667776,17.9725014,18.24033335,469322000,0,57.63909846,0.279182307,0.19421748,0.084964827,19.04795806,16.03347269,17.54071538
7/12/2012,18.02306366,18.16059099,17.83588114,18.06338922,428041600,0,57.0075076,0.263593036,0.208092591,0.055500445,19.03942289,16.08597149,17.56269719
7/13/2012,18.2057209,18.2725278,18.05615594,18.14493286,311427200,1,57.52412006,0.262946258,0.219063325,0.043882934,19.03061667,16.14473971,17.58767819
7/16/2012,18.26410294,18.40584258,18.20722515,18.21023538,301260400,1,57.68845352,0.264100242,0.228070708,0.036029534,19.02155197,16.20477623,17.6131641
7/17/2012,18.26501083,18.40223758,18.15095468,18.38087023,293624800,0,57.69102762,0.262067095,0.234869985,0.02719711,19.02237109,16.24739227,17.63488168
7/18/2012,18.2445507,18.30714523,18.16329691,18.25448142,252700000,0,57.61115501,0.255855507,0.23906709,0.016788418,19.02383819,16.28677918,17.65530868
7/19/2012,18.4871006,18.51809651,18.23672094,18.39561557,436861600,1,58.30320511,0.267421856,0.244738043,0.022683813,19.03757192,16.3147216,17.67614676
7/20/2012,18.1855545,18.49070321,18.16749794,18.44827069,397471200,0,57.13057862,0.249381309,0.245666696,0.003714612,19.04820534,16.32829668,17.68825101
7/23/2012,18.17141342,18.23370738,17.68630487,17.88763039,487975600,1,57.07614048,0.231276961,0.242788749,-0.011511788,19.056698,16.32933359,17.6930158
7/24/2012,18.08385086,18.34747046,18.01132401,18.27825438,565132400,0,56.7376129,0.20747196,0.235725391,-0.028253431,19.06419944,16.33210429,17.69815186
7/25/2012,17.30291939,17.47836469,17.15335437,17.2875725,877312800,1,53.85672493,0.124160438,0.213412401,-0.089251963,19.06308114,16.32613395,17.69460754
7/26/2012,17.30019951,17.46631507,17.16417662,17.44705473,406632800,0,53.84709536,0.057255974,0.182181115,-0.124925142,19.05419837,16.31748209,17.68584023
7/27/2012,17.60956764,17.62973121,17.20119826,17.3041183,403936400,1,54.77713903,0.028864396,0.151517771,-0.122653376,19.04235154,16.31541891,17.67888523
7/30/2012,17.90659714,18.03930935,17.68962091,17.78291241,379142400,1,55.64494754,0.029986004,0.127211418,-0.097225414,19.03735021,16.31542481,17.67638751
7/31/2012,18.37996864,18.40825808,18.13801696,18.15336385,462327600,1,56.97551408,0.068284865,0.115426107,-0.047141242,19.0471022,16.31330989,17.68020604
8/1/2012,18.26109886,18.54969709,18.14644162,18.53495129,384501600,0,56.54478134,0.088030431,0.109946972,-0.021916541,19.05508553,16.31252239,17.68380396
8/2/2012,18.29059219,18.37786324,18.06368684,18.14162986,332158400,1,56.62705171,0.104850152,0.108927608,-0.004077456,19.05582607,16.31232363,17.68407485
8/3/2012,18.5286274,18.59724076,18.40403947,18.46633343,344920800,1,57.28703223,0.135821685,0.114306423,0.021515262,19.05721635,16.31174931,17.68448283
8/6/2012,18.73476791,18.80458505,18.51538581,18.57647439,302103200,1,57.84872338,0.174983565,0.126441852,0.048541713,19.06354153,16.30872104,17.68613129
8/7/2012,18.68540955,18.80849152,18.59904018,18.74138249,290446800,0,57.66511144,0.199734414,0.141100364,0.05863405,19.0761257,16.30352641,17.68982605
8/8/2012,18.65382004,18.77479667,18.5707614,18.63967532,244706000,1,57.54689888,0.214329969,0.155746285,0.058583684,19.0956926,16.29754174,17.69661717
8/9/2012,18.76019859,18.79042209,18.67164578,18.67315655,221642400,1,57.8412071,0.231808764,0.170958781,0.060849984,19.10179338,16.29462759,17.69821048
8/10/2012,18.78951454,18.79132714,18.6988473,18.69914913,194938800,1,57.92249862,0.245199876,0.185807,0.059392876,19.09462358,16.29848665,17.69655512
8/13/2012,19.04037094,19.04037094,18.83636674,18.84059883,278832400,1,58.61304728,0.272908524,0.203227305,0.069681219,19.10716364,16.29156077,17.6993622
8/14/2012,19.09143066,19.3005739,19.04670153,19.0968717,340169200,0,58.75237869,0.295580651,0.221697974,0.073882677,19.10835172,16.29085538,17.69960355
8/15/2012,19.06545448,19.16126097,18.97236933,19.07965993,257342400,0,58.65079854,0.307903098,0.238938999,0.068964099,19.10385202,16.29355505,17.69870353
8/16/2012,19.23197937,19.24467243,19.05547738,19.07693647,254534000,1,59.10911584,0.327332607,0.256617721,0.070714886,19.12121933,16.28329795,17.70225864
8/17/2012,19.5877037,19.59012158,19.30663243,19.34259718,442761200,1,60.06528911,0.36720174,0.278734524,0.088467216,19.16419123,16.25683924,17.71051523
8/20/2012,20.102705,20.102705,19.64180663,19.64513162,613384800,1,61.38716015,0.43533633,0.310054886,0.125281444,19.24858695,16.20269505,17.725641
8/21/2012,19.82797241,20.3967665,19.65479541,20.27406153,812719600,0,60.31023888,0.461841043,0.340412117,0.121428926,19.32596096,16.16119712,17.74357904
8/22/2012,20.21512604,20.21905469,19.58770082,19.77840663,565322800,1,61.27826456,0.508227748,0.373975243,0.134252505,19.43795746,16.11046576,17.77421161
8/23/2012,20.02653313,20.24625185,19.98180236,20.13170764,420128800,0,60.55078184,0.523734391,0.403927073,0.119807318,19.51840099,16.06732145,17.79286122
8/24/2012,20.04436684,20.23356188,19.81255869,19.9322405,437340400,1,60.59551512,0.531337618,0.429409182,0.101928436,19.59809311,16.0262344,17.81216376
8/27/2012,20.42094421,20.57779971,20.35626674,20.55120304,427008400,0,61.52707872,0.561279794,0.455783304,0.10549649,19.71012596,15.97515176,17.84263886
8/28/2012,20.39435196,20.4336417,20.26953092,20.39979138,267416800,0,61.42338463,0.576221093,0.479870862,0.096350231,19.81569722,15.93960988,17.87765355
8/29/2012,20.35415459,20.48109006,20.32786135,20.40795161,202806800,0,61.26555116,0.578153989,0.499527488,0.078626502,19.91353836,15.91176097,17.91264966
8/30/2012,20.06401253,20.29612413,20.03318537,20.26862196,302699600,0,60.13763396,0.549934482,0.509608886,0.040325595,19.98662826,15.90985264,17.94824045
8/31/2012,20.10541534,20.20696305,19.86393409,20.16616254,338321200,0,60.2432533,0.52486091,0.512659291,0.012201619,20.05402762,15.88130482,17.96766622
9/4/2012,20.39948654,20.40462413,20.0830542,20.121135,367892000,1,60.98572345,0.522693724,0.514666178,0.008027546,20.13798156,15.84427544,17.9911285
9/5/2012,20.25623131,20.44119427,20.2371901,20.41762074,336375200,0,60.42978118,0.503611394,0.512455221,-0.008843827,20.2131471,15.81599414,18.01457062
9/6/2012,20.43877602,20.49982667,20.27345793,20.3450856,391196400,1,60.88920072,0.497483661,0.509460909,-0.011977248,20.30078571,15.79201587,18.04640079
9/7/2012,20.56480789,20.62646222,20.42366698,20.49257333,329666400,1,61.20368227,0.497067226,0.506982172,-0.009914946,20.39264273,15.76785709,18.08024991
9/10/2012,20.02985764,20.6509346,20.0105146,20.56510312,487998000,0,59.16182426,0.448402281,0.495266194,-0.046863913,20.45301736,15.76071831,18.10686783
9/11/2012,19.9648838,20.2523016,19.84127172,20.10149078,503983200,0,58.92039427,0.399981379,0.476209231,-0.076227852,20.50881014,15.75949948,18.13415481
9/12/2012,20.24293327,20.24625826,19.82616211,20.15407861,712233200,1,59.63326273,0.379667168,0.456900818,-0.07723365,20.57326652,15.76687703,18.17007177
9/13/2012,20.64156914,20.71773073,20.39343951,20.47201897,598360000,1,60.62391773,0.391224796,0.443765614,-0.052540818,20.6571446,15.76086247,18.20900353
9/14/2012,20.89241982,21.0646897,20.78996338,20.85252642,600474000,1,61.22938804,0.415832395,0.43817897,-0.022346575,20.75146077,15.75085377,18.25115727
9/17/2012,21.14931679,21.14992045,20.99306493,21.13632028,398031200,1,61.83710021,0.450866229,0.440716422,0.010149807,20.85724459,15.73441771,18.29583115
9/18/2012,21.21369171,21.22638477,21.04776833,21.15233922,373503200,1,61.98808225,0.478311634,0.448235464,0.03007617,20.9627414,15.71880301,18.3407722
9/19/2012,21.21943092,21.27655131,21.1429675,21.16382131,326874800,1,62.0016353,0.494821428,0.457552657,0.037268771,21.06303693,15.71106509,18.38705101
9/20/2012,21.11667252,21.15777647,20.96314039,21.13057452,336568400,0,61.60394661,0.49392021,0.464826168,0.029094042,21.14993675,15.72011694,18.43502685
9/21/2012,21.15868378,21.30919276,21.13662103,21.22880068,571589200,0,61.70549602,0.490936732,0.47004828,0.020888451,21.23257049,15.73774566,18.48515807
9/24/2012,20.87761307,21.00847881,20.64217805,20.75883834,639766400,1,60.62078331,0.460582934,0.468155211,-0.007572277,21.29240512,15.77666888,18.534537
9/25/2012,20.35626793,20.93775508,20.33994643,20.80114649,518789600,0,58.68576149,0.389963874,0.452516944,-0.06255307,21.31249222,15.85442734,18.58345978
9/26/2012,20.1036129,20.33058538,19.98332576,20.21120536,576503200,0,57.78188078,0.3100367,0.424020895,-0.113984195,21.31950714,15.93946952,18.62948833
9/27/2012,20.59140396,20.61709353,19.95763209,20.07671026,594090000,1,59.01432937,0.282794621,0.39577564,-0.112981019,21.36618887,15.97502046,18.67060466
9/28/2012,20.16163063,20.58505166,20.151052,20.51372584,535110800,0,57.51832021,0.223944469,0.361409406,-0.137464937,21.39115406,16.02561971,18.70838689
10/1/2012,19.92861176,20.45328027,19.84126788,20.28433378,543594800,0,56.72983699,0.156696326,0.32046679,-0.163770464,21.41382602,16.06424557,18.7390358
10/2/2012,19.98664665,20.13896988,19.66447138,20.0017576,627992400,0,56.87871432,0.106852885,0.277744009,-0.170891124,21.43419196,16.10997134,18.77208165
10/3/2012,20.29309845,20.30549129,20.02653451,20.09393169,424281200,1,57.65666237,0.091030357,0.240401279,-0.149370921,21.46130066,16.15779084,18.80954575
10/4/2012,20.152565,20.3777248,20.11478765,20.28705592,370725600,0,57.17829655,0.066385761,0.205598175,-0.139212414,21.48704328,16.19717951,18.8421114
10/5/2012,19.72310448,20.12839157,19.6835129,20.10421438,594006000,0,55.74893124,0.012061825,0.166890905,-0.15482908,21.50176776,16.23342829,18.86759803
10/8/2012,19.28729248,19.57108513,19.22503287,19.55053315,637994000,0,54.35456619,-0.065402749,0.120432174,-0.185834924,21.50546384,16.2719838,18.88872382
10/9/2012,19.21717072,19.35740451,18.84543059,19.30179489,838597200,0,54.13426423,-0.130942796,0.07015718,-0.201099976,21.4973975,16.3319382,18.91466785
10/10/2012,19.3700943,19.49310108,19.25192327,19.33473322,510356000,1,54.54059545,-0.168600578,0.022405629,-0.191006206,21.49283489,16.3895802,18.94120755
10/11/2012,18.98294449,19.56020121,18.98294449,19.53904556,546081200,0,53.33103134,-0.227066909,-0.027488879,-0.19957803,21.47996047,16.44790721,18.96393384
10/12/2012,19.03160095,19.20296372,18.89831898,19.02706702,460014800,1,53.46219963,-0.26640478,-0.075272059,-0.191132721,21.4723302,16.49629997,18.98431509
10/15/2012,19.1842308,19.1954131,18.85450007,19.11139418,432502000,1,53.87344698,-0.282013496,-0.116620346,-0.165393149,21.46585187,16.54675875,19.00630531
10/16/2012,19.63847733,19.65389171,19.07059029,19.20266497,549771600,1,55.06840785,-0.254792528,-0.144254783,-0.110537745,21.4715866,16.58934755,19.03046708
10/17/2012,19.48192215,19.7291447,19.46348622,19.61067182,389037600,0,54.57565408,-0.243050673,-0.164013961,-0.079036712,21.46732667,16.64457099,19.05594883
10/18/2012,19.12015152,19.40484954,19.04036312,19.33020034,476624400,0,53.45787114,-0.259940601,-0.183199289,-0.076741312,21.45949977,16.69198513,19.07574245
10/19/2012,18.43107986,19.09386474,18.42442989,19.07210544,744086000,0,51.42901922,-0.325179843,-0.2115954,-0.113584444,21.44436366,16.73407067,19.08921716
10/22/2012,19.16216469,19.2029652,18.45887967,18.50904986,546730800,1,53.32938878,-0.3142673,-0.23212978,-0.08213752,21.43187009,16.7901814,19.11102575
10/23/2012,18.53745842,19.15823529,18.48728984,19.07058796,707145600,0,51.58538094,-0.351970311,-0.256097886,-0.095872425,21.41647835,16.83356921,19.12502378
10/24/2012,18.64233398,18.93609995,18.45525496,18.7816623,558527200,0,51.85268457,-0.369132507,-0.27870481,-0.090427697,21.40808353,16.86449961,19.13629157
10/25/2012,18.42200661,18.79858408,18.30141769,18.73813709,656325600,0,51.25153592,-0.395948007,-0.30215345,-0.093794558,21.40041012,16.8887224,19.14456626
10/26/2012,18.25457573,18.55680427,17.86167992,18.41868489,1018432800,0,50.79896661,-0.425801384,-0.326883036,-0.098918347,21.3924068,16.91067128,19.15153904
10/31/2012,17.99223518,18.1929143,17.76193786,17.97893685,510003200,1,50.09802604,-0.465265795,-0.354559588,-0.110706207,21.38140383,16.93518692,19.15829538
11/1/2012,18.02911377,18.22435192,17.95748609,18.07988763,361298000,0,50.195717,-0.487941149,-0.3812359,-0.106705249,21.37284731,16.95511315,19.16398023
11/2/2012,17.4325161,18.0415055,17.37055994,18.0094694,599373600,0,48.63805708,-0.547737995,-0.414536319,-0.133201675,21.36608567,16.96756356,19.16682462
11/5/2012,17.66885757,17.76405877,17.45669265,17.63561253,529135600,1,49.2687134,-0.569491895,-0.445527434,-0.123964461,21.35521126,16.98853611,19.17187369
11/6/2012,17.61535454,17.85381259,17.53194095,17.83839982,374917200,0,49.13061314,-0.584313662,-0.47328468,-0.111028982,21.34736434,17.00364054,19.17550244
11/7/2012,16.94135094,17.44351862,16.87303788,17.42226636,793648800,0,47.43676447,-0.643033981,-0.50723454,-0.135799441,21.35334898,16.9935801,19.17346454
11/8/2012,16.32654381,17.06977808,16.25185685,17.02119962,1056146000,0,45.97468699,-0.73075635,-0.551938902,-0.178817448,21.39515897,16.92403426,19.15959661
11/9/2012,16.60920143,16.84662296,16.20418746,16.4076057,929913600,1,46.73790374,-0.768608807,-0.595272883,-0.173335924,21.42804723,16.86399362,19.14602042
11/12/2012,16.48077583,16.83508727,16.35386704,16.82446033,515802000,0,46.43649666,-0.799750994,-0.636168505,-0.163582488,21.46701102,16.79041586,19.12871344
11/13/2012,16.48290253,16.71303732,16.28434212,16.36176282,532949200,1,46.44228045,-0.81486652,-0.671908108,-0.142958412,21.50591738,16.70990077,19.10790908
11/14/2012,16.30012512,16.6210396,16.27887286,16.56183583,477170400,0,46.01049289,-0.832003475,-0.703927182,-0.128076293,21.54914765,16.62371527,19.08643146
11/15/2012,15.9582653,16.37967371,15.86718394,16.31986351,789910800,0,45.21539435,-0.863219211,-0.735785587,-0.127433624,21.60407951,16.51287465,19.05847708
11/16/2012,16.0208149,16.09125206,15.35500116,15.94551988,1266893600,1,45.39000276,-0.872849018,-0.763198273,-0.109650744,21.65271124,16.41352263,19.03311693
11/19/2012,17.17603683,17.22977472,16.39120947,16.41640832,823317600,1,48.45804245,-0.778292284,-0.766217075,-0.012075208,21.66447117,16.37924182,19.0218565
11/20/2012,17.02970123,17.36488615,16.83751795,17.36367169,642754000,0,48.11180223,-0.70701344,-0.754376348,0.047362908,21.67820994,16.34342833,19.01081914
11/21/2012,17.05368614,17.22583161,16.89884473,17.13110685,373002000,0,48.17317939,-0.641197733,-0.731740625,0.090542892,21.69166847,16.30436903,18.99801875
11/23/2012,17.35122299,17.36640457,17.08101257,17.21976116,272826400,1,48.93097307,-0.558590491,-0.697110598,0.138520108,21.69931964,16.27643164,18.98787564
11/26/2012,17.89863396,17.91290267,17.41832482,17.48481539,630579600,1,50.28342808,-0.443835902,-0.646455659,0.202619757,21.70067239,16.26693719,18.98380479
11/27/2012,17.75441742,17.92565328,17.61232864,17.89923834,533330000,0,49.93114576,-0.360374954,-0.589239518,0.228864564,21.7030855,16.25363223,18.97835886
11/28/2012,17.69854927,17.78538083,17.37429455,17.5264022,520864400,1,49.7944834,-0.295335205,-0.530458655,0.235123451,21.70563415,16.23356021,18.96959718
11/29/2012,17.89346695,18.04193123,17.76868548,17.91957868,514698800,0,50.274653,-0.225463504,-0.469459625,0.243996121,21.70679047,16.22591306,18.96635176
11/30/2012,17.76959419,17.86432057,17.69065581,17.8154389,391319600,0,49.96753292,-0.178032921,-0.411174284,0.233141363,21.70879328,16.21498093,18.96188711
12/3/2012,17.79722214,18.0522542,17.77627308,18.02371516,364280000,0,50.03637253,-0.136639404,-0.356267308,0.219627904,21.71033369,16.207071,18.95870234
12/4/2012,17.48328972,17.6639364,17.37034805,17.6639364,557068400,0,49.25761913,-0.127694484,-0.310552743,0.18285826,21.70776996,16.21364295,18.96070646
12/5/2012,16.35811996,17.28291058,16.35751192,17.27258847,1044638000,0,46.62741267,-0.208988279,-0.29023985,0.081251572,21.7295223,16.17095551,18.95023891
12/6/2012,16.61467171,16.7989602,15.74604619,16.05906762,1177212400,1,47.27653979,-0.2498327,-0.28215842,0.03232572,21.74747257,16.13089645,18.93918451
12/7/2012,16.18992043,16.85634039,16.09124745,16.80169124,787040800,0,46.33309809,-0.312869511,-0.288300639,-0.024568873,21.77905584,16.0611648,18.92011032
12/10/2012,16.08578873,16.3496237,15.83561443,15.93944849,630484400,1,46.10500182,-0.366998664,-0.304040244,-0.062958421,21.81267402,15.97656484,18.89461943
12/11/2012,16.43706131,16.68510987,16.31501033,16.38787642,592345600,1,46.99513781,-0.377203479,-0.318672891,-0.058530589,21.83475573,15.91394897,18.87435235
12/12/2012,16.36449432,16.63774168,16.28160935,16.63075812,487144000,0,46.83354862,-0.386688909,-0.332276095,-0.054412815,21.85744512,15.84845741,18.85295126
12/13/2012,16.08183479,16.32320456,15.96373044,16.12616183,625259600,0,46.20772634,-0.412262141,-0.348273304,-0.063988837,21.88528175,15.76624761,18.82576468
12/14/2012,15.47765827,15.7308679,15.34983981,15.6282483,1009579200,0,44.91056155,-0.475796423,-0.373777928,-0.102018495,21.92856355,15.65058559,18.78957457
12/17/2012,15.75211716,15.78763975,15.21776701,15.4515452,757607200,1,45.61193626,-0.498257656,-0.398673873,-0.099583783,21.95988293,15.55408193,18.75698243
12/18/2012,16.20965576,16.24001568,15.79522925,15.93944373,625685200,1,46.75472457,-0.473678532,-0.413674805,-0.060003727,21.97690726,15.48274284,18.72982505
12/19/2012,15.97922134,16.20358874,15.95462889,16.1358837,449369200,0,46.25968832,-0.467405571,-0.424420958,-0.042984613,21.99679453,15.40105608,18.6989253
12/20/2012,15.84016514,16.09732132,15.75363677,16.09124901,481689600,0,45.96271822,-0.468257101,-0.433188187,-0.035068915,22.01794587,15.31436364,18.66615476
12/21/2012,15.76729774,15.77761986,15.49131662,15.55902164,596268400,1,45.80689354,-0.469400775,-0.440430705,-0.02897007,22.03514667,15.22442788,18.62978728
12/24/2012,15.79281044,15.91668236,15.74848337,15.79827633,175753200,0,45.87186599,-0.462912318,-0.444927027,-0.017985291,22.04847035,15.13780153,18.59313594
12/26/2012,15.57511997,15.77125155,15.51804187,15.75728443,302436400,0,45.40219089,-0.469919037,-0.449925429,-0.019993608,22.06551148,15.04319741,18.55435445
12/27/2012,15.63766575,15.67379478,15.32191205,15.59151618,455120400,1,45.56412837,-0.465064022,-0.452953148,-0.012110874,22.07525015,14.95358511,18.51441763
12/28/2012,15.47158051,15.62004639,15.42695026,15.49283439,354278400,0,45.20410096,-0.469209325,-0.456204383,-0.013004942,22.07859551,14.85877034,18.46868292
12/31/2012,16.15712738,16.25519392,15.45366726,15.50011838,659492400,1,46.95365194,-0.412422456,-0.447447998,0.035025542,22.05011458,14.79957176,18.42484317
1/2/2013,16.66901588,16.85027065,16.44434695,16.81444484,560518000,0,48.20241145,-0.322396937,-0.422437786,0.100040849,22.02115977,14.75832754,18.38974366
1/3/2013,16.45861816,16.68844981,16.42522127,16.63410386,352965200,0,47.73534195,-0.264973947,-0.390945018,0.125971071,21.98089181,14.71511755,18.34800468
1/4/2013,16.00017548,16.35327271,15.96465286,16.30287333,594333600,0,46.73747077,-0.253535706,-0.363463156,0.109927449,21.95150449,14.65503026,18.30326737
1/7/2013,15.90604782,16.06999528,15.64190808,15.8483617,484156400,1,46.53549306,-0.249193585,-0.340609241,0.091415657,21.9208709,14.5937012,18.25728605
1/8/2013,15.94885445,16.14862932,15.82559065,16.06726202,458707200,0,46.64153748,-0.239537051,-0.320394803,0.080857753,21.87375938,14.54143295,18.20759616
1/9/2013,15.6995945,15.93974822,15.66589278,15.86354196,407604400,0,46.10308639,-0.249125608,-0.306140964,0.057015356,21.82924469,14.48161969,18.15543219
1/10/2013,15.89420223,16.05238054,15.65161806,16.04721948,601146000,0,46.58989353,-0.238274708,-0.292567713,0.054293005,21.78003907,14.43171526,18.10587717
1/11/2013,15.79675102,15.94916192,15.75788824,15.81800329,350506800,0,46.37777307,-0.234831796,-0.28102053,0.046188734,21.74045187,14.37647443,18.05846315
1/14/2013,15.23355293,15.40812731,15.13518317,15.26178714,734207600,0,45.1757234,-0.274385694,-0.279693562,0.005307868,21.70754198,14.30112071,18.00433135
